ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,NPS_SCORE_2015,NPS_SCORE_2016,MEDICAL_REVENUE_2015,SCIENTIFIC_REVENUE_2015,TECHNICAL_REVENUE_2015,MEDICAL_REVENUE_2016,SCIENTIFIC_REVENUE_2016,TECHNICAL_REVENUE_2016,MEDICAL_NO_SESSIONS_2015,SCIENTIFIC_NO_SESSIONS_2015,TECHNICAL_NO_SESSIONS_2015,MEDICAL_NO_SESSIONS_2016,SCIENTIFIC_NO_SESSIONS_2016,TECHNICAL_NO_SESSIONS_2016,USERS_2015,USERS_2016,STATUS
48854822,2015,GERMANY,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,4.0,,60.0,,,,42.0,,6.0,,,,26.0,,1.0,1.0,Active
48908306,2015,BELGIUM,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,,,264.0,192.0,,277.2,201.6,,111.0,74.0,,187.0,16.0,,6.0,6.0,Active
48923357,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,,,,192.0,228.0,,201.6,,,11.0,42.0,,6.0,,6.0,6.0,Active
48935688,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,9.0,60.0,,,,,52.5,6.0,,,,,23.0,1.0,1.0,Active
48966735,2015,GERMANY,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,,,,108.0,132.0,,,,,13.0,10.0,,,,3.0,,Canceled
48981299,2015,UNITED KINGDOM,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,,,,192.0,228.0,,201.6,,,122.0,75.0,,48.0,,6.0,6.0,Active
48985062,2015,FRANCE,MANAGER,$100-$500m,501 - 1000 employees,Academic,10.0,,57.0,38.0,47.5,63.0,,52.5,1.0,,1.0,15.0,,4.0,1.0,1.0,Active
49074278,2015,IRELAND,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,,,57.0,38.0,47.5,117.6,,98.7,6.0,4.0,6.0,6.0,,17.0,1.0,2.0,Active
49077570,2015,GERMANY,MANAGER,Less than $20m,11 - 50 employees,Corporate,,,57.0,38.0,47.5,155.61,107.73,131.67,3.0,3.0,8.0,31.0,15.0,37.0,1.0,3.0,Active
49079815,2015,SPAIN,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,7.0,,105.28,71.44,88.36,153.97,106.6,130.28,23.0,10.0,1.0,3.0,,4.0,2.0,3.0,Active
49094460,2015,FRANCE,MANAGER,$1bn+,5000+ employees,Research,8.0,,57.0,38.0,47.5,59.85,39.9,49.88,13.0,2.0,,6.0,20.0,10.0,1.0,1.0,Active
49112808,2015,RUSSIA,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate,,,112.0,76.0,,,,,3.0,2.0,,,,,2.0,,Canceled
49114170,2015,RUSSIA,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,8.0,,,,132.0,,113.4,,,,90.0,,87.0,,3.0,3.0,Active
49142537,2015,NETHERLANDS,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,5.0,10.0,,,50.0,,,98.7,,,21.0,,,30.0,1.0,2.0,Active
49183469,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,,,60.0,,,,,,18.0,,,,,,1.0,,Canceled
49229987,2015,RUSSIA,BOARD DIRECTOR,$1bn+,5000+ employees,Research,,8.0,60.0,,50.0,63.0,,52.5,1.0,,,3.0,,,1.0,1.0,Active
49368244,2015,IRELAND,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,,,60.0,,,,,,9.0,,,,,,1.0,,Canceled
49428754,2015,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,,,145.08,100.44,122.76,315.0,,262.5,60.0,1.0,3.0,51.0,,24.0,3.0,5.0,Active
49452121,2015,RUSSIA,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,6.0,,264.0,,,,201.6,,126.0,,,,138.0,,6.0,6.0,Active
49457019,2015,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,,,,,50.0,,,,,,8.0,,,,1.0,,Canceled
49489968,2015,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research,,,264.0,192.0,,277.2,,239.4,11.0,36.0,,31.0,,34.0,6.0,6.0,Active
49505623,2015,UNITED STATES,MANAGER,$100-$500m,501 - 1000 employees,Academic,,,,,50.0,,79.8,,,,,,38.0,,1.0,2.0,Active
49511919,2015,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,,,112.0,76.0,,,,,2.0,11.0,,,,,2.0,,Canceled
49540093,2015,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,57.0,38.0,47.5,111.72,75.81,93.77,5.0,16.0,4.0,18.0,64.0,7.0,1.0,2.0,Active
49545803,2015,GERMANY,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,,,300.0,,,,201.6,,90.0,,,,210.0,,5.0,6.0,Active
49556147,2015,GERMANY,MANAGER,$50-$100m,51 - 100 employees,Academic,,,60.0,40.0,,,,,6.0,6.0,,,,,1.0,,Canceled
49556446,2015,RUSSIA,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,,,60.0,40.0,,,,,5.0,,,,,,1.0,,Canceled
49562287,2015,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Academic,9.0,9.0,264.0,192.0,,,201.6,,196.0,1.0,,,144.0,,6.0,6.0,Active
49591258,2015,GERMANY,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic,,,60.0,40.0,,,,,3.0,16.0,,,,,1.0,,Canceled
49616183,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,8.0,105.28,71.44,88.36,201.6,,172.2,3.0,10.0,3.0,2.0,,1.0,2.0,4.0,Active
49637839,2015,NETHERLANDS,MANAGER,$100-$500m,100 - 500 employees,Corporate,,,57.0,38.0,47.5,117.6,,98.7,12.0,,2.0,25.0,,54.0,1.0,2.0,Active
49657464,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Corporate,,,60.0,,50.0,163.8,,138.6,14.0,,26.0,16.0,,1.0,1.0,3.0,Active
49673220,2015,RUSSIA,MANAGER,$20-$50m,51 - 100 employees,Corporate,,,,200.0,250.0,,201.6,239.4,,19.0,45.0,,12.0,29.0,5.0,6.0,Active
49713307,2015,RUSSIA,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,,1.0,112.0,,,,113.4,,12.0,,,,123.0,,2.0,3.0,Active
49725001,2015,GERMANY,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,,,57.0,38.0,47.5,,79.8,98.7,7.0,2.0,,,10.0,57.0,1.0,2.0,Active
49758248,2015,BELGIUM,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate,8.0,,57.0,38.0,47.5,,42.0,52.5,6.0,4.0,,,1.0,15.0,1.0,1.0,Active
49775652,2015,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,3.0,,192.0,136.0,,,,,14.0,69.0,,,,,4.0,,Canceled
49776006,2015,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,,,136.0,164.0,,,239.4,,13.0,7.0,,,84.0,4.0,6.0,Active
49776110,2015,RUSSIA,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate,0.0,,60.0,,,63.0,,,12.0,,,41.0,,,1.0,1.0,Active
49781414,2015,GERMANY,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,,10.0,60.0,,50.0,,113.4,,4.0,,,,12.0,,1.0,3.0,Active
49825066,2015,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,,,,50.0,,,,,,8.0,,,,1.0,,Canceled
49852944,2015,SPAIN,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,8.0,,57.0,38.0,47.5,111.72,75.81,93.77,2.0,2.0,5.0,,,50.0,1.0,2.0,Active
49860633,2015,SPAIN,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research,,,57.0,38.0,47.5,163.8,,138.6,13.0,,9.0,44.0,,18.0,1.0,3.0,Active
49888216,2015,RUSSIA,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,,,145.08,100.44,122.76,315.0,,262.5,18.0,4.0,22.0,97.0,,47.0,3.0,5.0,Active
49930773,2015,BELGIUM,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research,,,,136.0,164.0,,,,,44.0,11.0,,,,4.0,,Canceled
49965570,2015,NETHERLANDS,MANAGER,$50-$100m,51 - 100 employees,Academic,,,57.0,38.0,47.5,59.85,39.9,49.88,27.0,,,,3.0,22.0,1.0,1.0,Active
49975152,2015,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,,,,192.0,228.0,277.2,,239.4,,98.0,9.0,52.0,,1.0,6.0,6.0,Active
50030321,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,,156.0,,,,210.0,,69.0,,,,130.0,,3.0,5.0,Active
50037345,2015,UNITED STATES,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research,9.0,,192.0,136.0,,277.2,201.6,,12.0,3.0,,195.0,26.0,,4.0,6.0,Active
50078900,2015,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,57.0,38.0,47.5,117.6,,98.7,7.0,8.0,3.0,17.0,,48.0,1.0,2.0,Active
50092111,2015,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Research,,,60.0,40.0,,,,,,20.0,,,,,1.0,,Canceled
50301878,2015,GERMANY,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,8.0,,264.0,192.0,,,201.6,239.4,27.0,8.0,,,20.0,3.0,6.0,6.0,Active
50320359,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Research,,9.0,,136.0,164.0,,201.6,239.4,,9.0,38.0,,125.0,48.0,4.0,6.0,Active
50333686,2015,FRANCE,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,,10.0,60.0,,50.0,,79.8,,1.0,,4.0,,30.0,,1.0,2.0,Active
50381212,2015,GERMANY,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,9.0,,57.0,38.0,47.5,155.61,107.73,131.67,6.0,8.0,2.0,75.0,4.0,4.0,1.0,3.0,Active
50389835,2015,NETHERLANDS,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic,10.0,,57.0,38.0,47.5,59.85,39.9,49.88,2.0,5.0,5.0,,4.0,1.0,1.0,1.0,Active
50416288,2015,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,,,145.08,100.44,122.76,187.49,132.8,160.15,26.0,7.0,2.0,112.0,13.0,6.0,3.0,4.0,Active
50451449,2015,NETHERLANDS,MANAGER,$50-$100m,100 - 500 employees,Corporate,9.0,9.0,57.0,38.0,47.5,111.72,75.81,93.77,9.0,7.0,5.0,10.0,60.0,15.0,1.0,2.0,Active
50452086,2015,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research,,,57.0,38.0,47.5,,42.0,52.5,11.0,,,,4.0,1.0,1.0,1.0,Active
50459018,2015,IRELAND,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,,7.0,60.0,,,63.0,,,31.0,,,13.0,,,1.0,1.0,Active
50471869,2015,FRANCE,MANAGER,$20-$50m,51 - 100 employees,Corporate,,,105.28,71.44,88.36,,79.8,98.7,7.0,31.0,6.0,,,1.0,2.0,2.0,Active
50522396,2015,RUSSIA,MANAGER,$20-$50m,11 - 50 employees,Academic,,,57.0,38.0,47.5,59.85,39.9,49.88,5.0,3.0,11.0,10.0,12.0,4.0,1.0,1.0,Active
50569590,2015,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,,40.0,50.0,,,,,10.0,5.0,,,,1.0,,Canceled
50573436,2015,NETHERLANDS,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,,,300.0,,,,,262.5,40.0,,,,,45.0,5.0,5.0,Active
50685546,2015,SPAIN,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,10.0,,60.0,,50.0,163.8,,,7.0,,5.0,132.0,,,1.0,3.0,Active
50708487,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,8.0,5.0,112.0,,,,,172.2,8.0,,,,,160.0,2.0,4.0,Active
50716963,2015,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,4.0,7.0,192.0,136.0,,201.6,142.8,,54.0,54.0,,27.0,24.0,,4.0,4.0,Active
50731304,2015,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,7.0,,60.0,,,163.8,,,23.0,,,69.0,,,1.0,3.0,Active
50736285,2015,GERMANY,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,6.0,,60.0,,,,42.0,,14.0,,,,34.0,,1.0,1.0,Active
50757486,2015,GERMANY,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,,,156.0,,,,,,39.0,,,,,,3.0,,Canceled
50792643,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,,,76.0,94.0,,,,,3.0,30.0,,,,2.0,,Canceled
50796509,2015,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Academic,10.0,10.0,,136.0,164.0,277.2,,239.4,,26.0,29.0,115.0,,136.0,4.0,6.0,Active
50815078,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Research,3.0,,57.0,38.0,47.5,59.85,39.9,49.88,,,,18.0,,,1.0,1.0,Active
50816321,2015,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic,,,60.0,40.0,,,,,3.0,13.0,,,,,1.0,,Canceled
50818907,2015,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Academic,,,192.0,,,,142.8,,60.0,,,,20.0,,4.0,4.0,Active
50847648,2015,IRELAND,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,,0.0,57.0,38.0,47.5,117.6,79.8,,6.0,16.0,7.0,5.0,14.0,,1.0,2.0,Active
50897628,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,,,60.0,,,,,,4.0,,,,,,1.0,,Canceled
50905197,2015,RUSSIA,MANAGER,$20-$50m,11 - 50 employees,Research,,9.0,57.0,38.0,47.5,163.8,113.4,,13.0,7.0,5.0,27.0,83.0,,1.0,3.0,Active
51000302,2015,IRELAND,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,,,60.0,40.0,,,,,1.0,9.0,,,,,1.0,,Canceled
51056366,2015,GERMANY,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research,9.0,,105.28,71.44,88.36,,79.8,98.7,26.0,6.0,3.0,,40.0,3.0,2.0,2.0,Active
51084316,2015,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Research,,,60.0,,,,,,5.0,,,,,,1.0,,Canceled
51092491,2015,RUSSIA,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,,,192.0,136.0,,,210.0,262.5,3.0,108.0,,,103.0,61.0,4.0,5.0,Active
51161344,2015,IRELAND,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,,,,136.0,164.0,201.6,142.8,,,50.0,25.0,5.0,2.0,,4.0,4.0,Active
51220889,2015,SPAIN,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,7.0,8.0,300.0,200.0,,,,262.5,42.0,33.0,,,,110.0,5.0,5.0,Active
51254009,2015,GERMANY,MANAGER,$500m-$1bn,501 - 1000 employees,Research,,,,200.0,250.0,277.2,,239.4,,35.0,49.0,134.0,,33.0,5.0,6.0,Active
51269663,2015,NETHERLANDS,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,7.0,,57.0,38.0,47.5,155.61,107.73,131.67,4.0,15.0,8.0,4.0,20.0,8.0,1.0,3.0,Active
51292215,2015,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,264.0,192.0,,277.2,,,10.0,7.0,,258.0,,,6.0,6.0,Active
51300267,2015,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,9.0,,60.0,,,63.0,,,17.0,,,,,,1.0,1.0,Active
51353539,2015,IRELAND,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,,,57.0,38.0,47.5,63.0,,52.5,1.0,,6.0,14.0,,27.0,1.0,1.0,Active
51355032,2015,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,,,60.0,40.0,,,,,3.0,5.0,,,,,1.0,,Canceled
51376719,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,,,300.0,200.0,,315.0,,,,89.0,,170.0,,,5.0,5.0,Active
51400669,2015,UNITED STATES,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,,,60.0,40.0,,,,,8.0,6.0,,,,,1.0,,Canceled
51428706,2015,FRANCE,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research,,,57.0,38.0,47.5,111.72,75.81,93.77,6.0,1.0,5.0,12.0,4.0,7.0,1.0,2.0,Active
51448097,2015,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,,,156.0,,,,,,,,,,,,3.0,,Canceled
51529998,2015,NETHERLANDS,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,,,60.0,40.0,,,,,,12.0,,,,,1.0,,Canceled
51560237,2015,SPAIN,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,7.0,,60.0,40.0,,,,,,,,,,,1.0,,Canceled
51574777,2015,GERMANY,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate,,5.0,,,50.0,,113.4,,,,19.0,,3.0,,1.0,3.0,Active
51653086,2015,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,,,60.0,,50.0,,79.8,,15.0,,2.0,,48.0,,1.0,2.0,Active
51654812,2015,SPAIN,MANAGER,Less than $20m,0 - 10 employees,Research,,4.0,57.0,38.0,47.5,,113.4,138.6,1.0,4.0,6.0,,21.0,39.0,1.0,3.0,Active
51710677,2015,RUSSIA,MANAGER,$50-$100m,51 - 100 employees,Academic,,,,192.0,228.0,277.2,201.6,,,88.0,19.0,41.0,12.0,,6.0,6.0,Active
51727494,2015,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate,,,,136.0,164.0,201.6,,,,23.0,56.0,8.0,,,4.0,4.0,Active
51751078,2015,IRELAND,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,10.0,,57.0,38.0,47.5,59.85,39.9,49.88,14.0,3.0,14.0,7.0,25.0,6.0,1.0,1.0,Active
51752518,2015,UNITED KINGDOM,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic,,,,,94.0,163.8,,,,,76.0,108.0,,,2.0,3.0,Active
51780354,2015,UNITED KINGDOM,SENIOR MANAGER,$20-$50m,51 - 100 employees,Research,,,,40.0,50.0,,,,,4.0,10.0,,,,1.0,,Canceled
51791430,2015,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,8.0,,156.0,,,,210.0,,57.0,,,,140.0,,3.0,5.0,Active
51809065,2015,UNITED STATES,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research,8.0,,105.28,71.44,88.36,189.5,134.23,161.87,3.0,4.0,,34.0,4.0,45.0,2.0,4.0,Active
51810403,2015,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,2.0,,,136.0,164.0,,210.0,262.5,,,,,49.0,,4.0,5.0,Active
51816969,2015,FRANCE,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,,,,,50.0,,,,,,18.0,,,,1.0,,Canceled
51829265,2015,RUSSIA,MANAGER,$50-$100m,100 - 500 employees,Academic,,,112.0,,,,,,12.0,,,,,,2.0,,Canceled
51884876,2015,UNITED STATES,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,,,300.0,,,,,,70.0,,,,,,5.0,,Canceled
51896962,2015,NETHERLANDS,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate,0.0,,57.0,38.0,47.5,155.61,107.73,131.67,10.0,6.0,1.0,13.0,1.0,,1.0,3.0,Active
51979071,2015,GERMANY,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,9.0,264.0,192.0,,277.2,,,3.0,116.0,,126.0,,,6.0,6.0,Active
52013462,2015,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,,,,40.0,50.0,,,,,,3.0,,,,1.0,,Canceled
52108958,2015,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,,0.0,60.0,,50.0,117.6,,98.7,2.0,,4.0,1.0,,2.0,1.0,2.0,Active
52162671,2015,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,10.0,,57.0,38.0,47.5,,113.4,138.6,2.0,3.0,2.0,,50.0,12.0,1.0,3.0,Active
52165005,2015,SPAIN,MANAGER,$1bn+,5000+ employees,Academic,,,,,50.0,,79.8,,,,15.0,,62.0,,1.0,2.0,Active
52178528,2015,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,57.0,38.0,47.5,59.85,39.9,49.88,13.0,1.0,2.0,7.0,6.0,8.0,1.0,1.0,Active
52192178,2015,FRANCE,MANAGER,$50-$100m,100 - 500 employees,Academic,,,,40.0,50.0,,,,,,,,,,1.0,,Canceled
52225844,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research,5.0,,60.0,,50.0,63.0,42.0,,,,,4.0,36.0,,1.0,1.0,Active
52336930,2015,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,,192.0,,,315.0,,,32.0,,,190.0,,,4.0,5.0,Active
52367592,2015,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,,,,,164.0,,,,,,,,,,4.0,,Canceled
52376292,2015,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,2.0,,57.0,38.0,47.5,111.72,75.81,93.77,8.0,,1.0,19.0,25.0,27.0,1.0,2.0,Active
52395492,2015,NETHERLANDS,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,,,,,228.0,,201.6,,,,198.0,,258.0,,6.0,6.0,Active
52425216,2015,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,,57.0,38.0,47.5,117.6,79.8,,11.0,2.0,,16.0,67.0,,1.0,2.0,Active
52428333,2015,SPAIN,MANAGER,$20-$50m,51 - 100 employees,Academic,,,112.0,76.0,,,,,4.0,1.0,,,,,2.0,,Canceled
52472221,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,,,,,50.0,,,98.7,,,18.0,,,84.0,1.0,2.0,Active
52518417,2015,NETHERLANDS,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,9.0,,57.0,38.0,47.5,,79.8,98.7,2.0,8.0,9.0,,48.0,37.0,1.0,2.0,Active
52542007,2015,SPAIN,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,,,,40.0,50.0,,,,,5.0,5.0,,,,1.0,,Canceled
52558246,2015,NETHERLANDS,MANAGER,$100-$500m,501 - 1000 employees,Corporate,8.0,,,108.0,132.0,,,,,57.0,,,,,3.0,,Canceled
52586510,2015,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic,9.0,,,136.0,164.0,277.2,201.6,,,78.0,5.0,252.0,5.0,,4.0,6.0,Active
52659200,2015,GERMANY,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,,,,,50.0,163.8,,,,,23.0,66.0,,,1.0,3.0,Active
52671444,2015,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,,,60.0,,,,,52.5,13.0,,,,,32.0,1.0,1.0,Active
52679631,2015,SPAIN,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,,2.0,57.0,38.0,47.5,117.6,,98.7,25.0,2.0,,70.0,,11.0,1.0,2.0,Active
52683261,2015,SPAIN,MANAGER,Less than $20m,11 - 50 employees,Corporate,8.0,,,40.0,50.0,,,,,9.0,3.0,,,,1.0,,Canceled
52693420,2015,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research,,7.0,264.0,192.0,,277.2,,239.4,26.0,75.0,,122.0,,3.0,6.0,6.0,Active
52754669,2015,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Academic,,,192.0,,,,,239.4,60.0,,,,,108.0,4.0,6.0,Active
52778758,2015,GERMANY,MANAGER,$100-$500m,501 - 1000 employees,Academic,,,,,50.0,,,,,,12.0,,,,1.0,,Canceled
52795461,2015,FRANCE,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,7.0,,57.0,38.0,47.5,59.85,39.9,49.88,10.0,9.0,2.0,25.0,12.0,5.0,1.0,1.0,Active
52844734,2015,GERMANY,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,,,192.0,136.0,,201.6,,172.2,67.0,,,120.0,,19.0,4.0,4.0,Active
52866562,2015,SPAIN,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,,,60.0,,,,79.8,,17.0,,,,62.0,,1.0,2.0,Active
52892301,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,9.0,,192.0,136.0,,277.2,,,22.0,41.0,,246.0,,,4.0,6.0,Active
52931829,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,10.0,,60.0,,50.0,,79.8,98.7,4.0,,21.0,,57.0,8.0,1.0,2.0,Active
52958789,2015,FRANCE,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,,,57.0,38.0,47.5,155.61,107.73,131.67,8.0,1.0,8.0,1.0,8.0,8.0,1.0,3.0,Active
52981128,2015,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,,,57.0,38.0,47.5,59.85,39.9,49.88,14.0,1.0,6.0,13.0,5.0,,1.0,1.0,Active
52997265,2015,UNITED STATES,MANAGER,$20-$50m,11 - 50 employees,Research,,,60.0,,,,,52.5,,,,,,8.0,1.0,1.0,Active
53015367,2015,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,,,105.28,71.44,88.36,153.97,106.6,130.28,9.0,,1.0,17.0,1.0,4.0,2.0,3.0,Active
53028863,2015,IRELAND,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,7.0,0.0,,,228.0,,201.6,,,,192.0,,210.0,,6.0,6.0,Active
53040304,2015,BELGIUM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,,3.0,,,50.0,,42.0,,,,11.0,,,,1.0,1.0,Active
