ACCT_ID,MEDICAL_REVENUE_2015,SCIENTIFIC_REVENUE_2015,TECHNICAL_REVENUE_2015,MEDICAL_REVENUE_2016,SCIENTIFIC_REVENUE_2016,TECHNICAL_REVENUE_2016
53935546,NA,40,50,NA,NA,NA
53940752,57,38,47.5,117.6,79.8,NA
53957806,NA,NA,NA,200.64,142.12,171.38
53959557,NA,NA,NA,NA,NA,250.8
53973993,60,NA,50,NA,NA,138.6
53975093,60,NA,50,163.8,NA,138.6
53977986,NA,NA,NA,123.2,NA,103.4
53983845,60,NA,50,NA,79.8,NA
53985459,57,38,47.5,NA,NA,NA
53987212,NA,NA,NA,117.04,79.42,98.23
53995104,57,38,47.5,NA,NA,NA
54000574,237.6,172.8,205.2,277.2,NA,239.4
54005998,NA,40,50,NA,NA,NA
54018815,NA,NA,NA,275.88,200.64,238.26
54029107,57,38,47.5,NA,42,52.5
54031528,57,38,47.5,NA,NA,NA
54031869,300,NA,NA,NA,201.6,NA
54034450,237.6,172.8,205.2,249.48,181.44,215.46
54035812,NA,NA,NA,66,NA,55
54037036,60,NA,50,163.8,NA,138.6
54062122,NA,NA,NA,275.88,200.64,238.26
54079751,60,NA,50,117.6,NA,98.7
54110472,NA,NA,132,201.6,NA,NA
54141924,NA,NA,NA,62.7,41.8,52.25
54146685,NA,NA,NA,NA,NA,55
54146862,105.28,71.44,88.36,NA,NA,NA
54149958,57,38,47.5,NA,NA,NA
54156127,57,38,47.5,63,NA,52.5
54162138,NA,NA,NA,62.7,41.8,52.25
54173095,NA,NA,228,NA,NA,239.4
54177501,NA,NA,50,NA,NA,NA
54199432,57,38,47.5,59.85,39.9,49.88
54200989,NA,NA,NA,66,NA,55
54217386,NA,NA,NA,NA,220,NA
54240051,264,NA,228,NA,NA,239.4
54246757,NA,NA,NA,275.88,200.64,238.26
54250735,105.28,71.44,88.36,NA,79.8,98.7
54263387,176.64,125.12,150.88,289.8,193.2,241.5
54266113,60,NA,50,63,NA,52.5
54286024,NA,NA,NA,62.7,41.8,52.25
54289300,57,38,47.5,NA,NA,NA
54295554,57,38,47.5,163.8,NA,138.6
54295982,60,40,NA,NA,NA,NA
54299413,57,38,47.5,NA,79.8,98.7
54306531,NA,NA,NA,NA,44,55
54311065,NA,NA,132,NA,142.8,NA
54321851,NA,NA,NA,NA,44,NA
54332301,57,38,47.5,163.8,113.4,NA
54349442,264,192,NA,NA,201.6,NA
54363897,NA,NA,NA,163.02,112.86,137.94
54374219,112,NA,94,NA,113.4,NA
54376677,NA,NA,NA,66,NA,55
54384300,57,38,47.5,59.85,39.9,49.88
54385083,NA,NA,NA,NA,211.2,NA
54389378,57,38,47.5,111.72,75.81,93.77
54410444,105.28,71.44,88.36,153.97,106.6,130.28
54439944,57,38,47.5,NA,NA,NA
54440681,NA,NA,NA,62.7,41.8,52.25
54443687,NA,NA,NA,62.7,41.8,52.25
54464024,NA,NA,NA,290.4,NA,250.8
54478273,NA,NA,NA,NA,44,55
54486944,60,NA,50,NA,42,52.5
54492110,NA,NA,NA,275.88,200.64,238.26
54494715,60,NA,50,163.8,NA,138.6
54502301,264,NA,228,277.2,201.6,NA
54511903,60,NA,50,163.8,113.4,NA
54523906,57,38,47.5,163.8,113.4,NA
54526111,60,NA,50,NA,NA,138.6
54527152,NA,NA,NA,NA,118.8,NA
54533033,NA,NA,NA,290.4,211.2,NA
54536381,176.64,125.12,150.88,255.02,185.47,220.25
54538649,237.6,172.8,205.2,249.48,181.44,215.46
54545770,NA,NA,NA,62.7,41.8,52.25
54547998,237.6,172.8,205.2,277.2,NA,239.4
54553638,60,NA,50,NA,113.4,NA
54558370,NA,NA,50,63,NA,NA
54564166,57,38,47.5,NA,NA,NA
54567435,57,38,47.5,NA,42,52.5
54568120,NA,NA,50,NA,NA,NA
54576033,57,38,47.5,163.8,NA,138.6
54580061,60,NA,50,NA,113.4,NA
54580707,57,38,47.5,NA,NA,NA
54586334,237.6,172.8,205.2,277.2,NA,239.4
54588545,300,200,NA,NA,210,NA
54591690,57,38,47.5,155.61,107.73,131.67
54598698,NA,136,164,NA,201.6,239.4
54616919,237.6,172.8,205.2,NA,201.6,239.4
54617985,60,40,NA,NA,NA,NA
54619451,57,38,47.5,63,42,NA
54621715,NA,NA,NA,290.4,211.2,NA
54623983,264,NA,228,NA,201.6,NA
54646044,NA,NA,NA,NA,149.6,180.4
54665203,60,NA,50,63,NA,52.5
54673250,57,38,47.5,59.85,39.9,49.88
54678240,60,40,NA,NA,NA,NA
54684157,NA,NA,NA,NA,NA,250.8
54685610,NA,NA,NA,66,NA,55
54688566,NA,NA,50,163.8,NA,NA
54688974,60,NA,50,63,NA,52.5
54706317,237.6,172.8,205.2,249.48,181.44,215.46
54708461,112,NA,NA,NA,NA,NA
54710859,57,38,47.5,NA,NA,NA
54716678,NA,NA,NA,290.4,NA,NA
54722630,NA,NA,NA,62.7,41.8,52.25
54746601,NA,NA,NA,211.2,NA,NA
54747348,60,NA,50,117.6,NA,NA
54757679,60,NA,NA,NA,79.8,NA
54764414,57,38,47.5,63,NA,52.5
54782585,57,38,47.5,163.8,NA,138.6
54783234,176.64,125.12,150.88,315,NA,262.5
54786572,105.28,71.44,88.36,NA,NA,NA
54787726,105.28,71.44,88.36,117.6,NA,98.7
54794479,264,NA,NA,NA,NA,239.4
54799296,NA,NA,NA,NA,44,NA
54806425,NA,NA,NA,275.88,200.64,238.26
54806670,NA,40,50,NA,NA,NA
54808820,NA,NA,NA,NA,44,NA
54817100,NA,NA,NA,66,NA,NA
54840647,60,40,NA,NA,NA,NA
54855085,NA,NA,50,NA,NA,NA
54864167,NA,NA,NA,66,NA,55
54872396,105.28,71.44,88.36,110.54,75.01,92.78
54873312,264,NA,228,NA,201.6,NA
54882258,NA,NA,NA,62.7,41.8,52.25
54890959,60,40,NA,NA,NA,NA
54925006,NA,NA,NA,NA,44,55
54926792,NA,NA,NA,275.88,200.64,238.26
54952549,60,NA,50,NA,113.4,NA
54959253,NA,NA,NA,66,NA,55
54960643,57,38,47.5,NA,42,52.5
54973319,NA,NA,50,NA,79.8,NA
54998920,60,NA,NA,NA,NA,52.5
55042174,57,38,47.5,NA,79.8,98.7
55042979,NA,NA,94,NA,NA,NA
55043293,NA,NA,NA,290.4,NA,250.8
55067157,NA,NA,NA,66,NA,NA
55071214,60,NA,50,NA,42,52.5
55077673,60,NA,50,NA,79.8,NA
55083609,NA,NA,NA,62.7,41.8,52.25
55089052,176.64,125.12,150.88,201.6,NA,172.2
55108214,145.08,100.44,122.76,NA,NA,NA
55108816,NA,NA,NA,62.7,41.8,52.25
55123189,57,38,47.5,163.8,113.4,NA
55125695,57,38,47.5,155.61,107.73,131.67
55135746,NA,NA,NA,62.7,41.8,52.25
55145143,NA,NA,NA,66,NA,NA
55146291,NA,NA,NA,66,44,NA
55146888,57,38,47.5,111.72,75.81,93.77
55174497,NA,NA,NA,163.02,112.86,137.94
55180286,NA,NA,NA,275.88,200.64,238.26
55210627,NA,NA,50,NA,NA,NA
55216250,NA,NA,NA,62.7,41.8,52.25
55220327,60,NA,NA,NA,79.8,NA
55235365,237.6,172.8,205.2,NA,201.6,239.4
55235807,NA,NA,NA,66,44,NA
55270215,60,NA,50,117.6,NA,98.7
55295733,NA,136,164,277.2,NA,239.4
55309042,60,NA,50,163.8,NA,138.6
55313464,60,NA,50,NA,113.4,138.6
55331467,NA,NA,NA,62.7,41.8,52.25
55340653,60,NA,NA,NA,NA,NA
55345407,NA,NA,NA,NA,44,NA
55347744,145.08,100.44,122.76,NA,NA,NA
55368565,60,NA,50,63,NA,52.5
55383241,NA,NA,132,NA,142.8,NA
55395279,60,NA,NA,NA,42,NA
55402283,NA,NA,NA,62.7,41.8,52.25
55412877,NA,136,164,277.2,NA,239.4
55417384,105.28,71.44,88.36,163.8,113.4,NA
55422132,156,NA,NA,NA,142.8,NA
55432808,NA,NA,NA,66,NA,NA
55439730,NA,192,228,NA,201.6,239.4
55442510,NA,NA,50,NA,79.8,NA
55445067,NA,NA,NA,66,NA,55
55449782,57,38,47.5,NA,NA,NA
55454270,300,NA,NA,NA,NA,262.5
55469442,105.28,71.44,88.36,NA,NA,NA
55475047,57,38,47.5,111.72,75.81,93.77
55482479,NA,NA,NA,66,NA,55
55482808,57,38,47.5,117.6,NA,98.7
55494870,NA,NA,NA,66,NA,NA
55512612,57,38,47.5,NA,NA,NA
55514521,NA,NA,NA,NA,44,NA
55515149,NA,NA,50,NA,NA,NA
55518578,112,76,NA,NA,NA,NA
55531980,176.64,125.12,150.88,277.2,NA,239.4
55534626,57,38,47.5,NA,113.4,138.6
55535002,NA,NA,NA,NA,83.6,NA
55565628,60,NA,50,163.8,NA,138.6
55568966,NA,NA,NA,NA,149.6,NA
55577894,156,108,NA,NA,NA,NA
55581239,60,NA,50,63,NA,NA
55583952,60,NA,50,NA,NA,NA
55589979,NA,200,250,277.2,NA,239.4
55631200,60,NA,50,163.8,NA,NA
55633395,192,NA,164,315,NA,262.5
55635442,NA,NA,NA,171.6,NA,NA
55673509,60,NA,NA,117.6,NA,NA
55674129,57,38,47.5,117.6,79.8,NA
55679771,60,NA,50,163.8,113.4,NA
55682930,57,38,47.5,NA,NA,NA
55692304,NA,136,164,NA,201.6,NA
55710660,57,38,47.5,NA,42,52.5
55713112,60,NA,NA,NA,NA,98.7
55714290,57,38,47.5,NA,NA,NA
55720279,NA,NA,228,NA,NA,239.4
55725067,57,38,47.5,59.85,39.9,49.88
55738812,264,NA,228,277.2,NA,NA
55744110,60,NA,50,NA,NA,98.7
55746729,176.64,125.12,150.88,289.8,193.2,241.5
55751256,NA,NA,NA,NA,44,NA
55753281,273,182,227.5,252.25,183.46,217.85
55775749,60,NA,NA,NA,NA,NA
55777369,NA,NA,NA,66,NA,NA
55815174,NA,NA,NA,NA,44,NA
55818267,NA,NA,NA,NA,44,55
55819803,NA,NA,NA,62.7,41.8,52.25
55831023,NA,NA,NA,NA,83.6,NA
55862403,112,NA,NA,NA,113.4,NA
55864663,NA,136,164,NA,201.6,NA
55872921,57,38,47.5,163.8,NA,138.6
55888764,105.28,71.44,88.36,189.5,134.23,161.87
55890549,57,38,47.5,111.72,75.81,93.77
55896893,57,38,47.5,117.6,79.8,NA
55905188,NA,NA,NA,62.7,41.8,52.25
55908813,NA,NA,NA,62.7,41.8,52.25
55920099,156,108,NA,NA,NA,NA
55923028,60,40,NA,NA,NA,NA
55923161,105.28,71.44,88.36,201.6,NA,172.2
55926326,NA,108,132,NA,NA,NA
55928521,57,38,47.5,155.61,107.73,131.67
55941572,57,38,47.5,111.72,75.81,93.77
55953576,237.6,172.8,205.2,249.48,181.44,215.46
55963193,57,38,47.5,155.61,107.73,131.67
56030553,105.28,71.44,88.36,117.6,79.8,NA
56052908,NA,NA,NA,330,220,NA
56063341,NA,NA,NA,NA,83.6,NA
56066603,60,NA,NA,NA,42,NA
56089260,176.64,125.12,150.88,185.47,131.38,158.42
56090958,105.28,71.44,88.36,153.97,106.6,130.28
56099371,176.64,125.12,150.88,NA,201.6,239.4
56111136,NA,NA,NA,NA,44,55
56113574,264,NA,228,277.2,201.6,NA
56116308,60,NA,50,NA,113.4,NA
56118869,264,NA,228,NA,201.6,NA
56125321,145.08,100.44,122.76,315,210,NA
56141873,57,38,47.5,NA,NA,NA
56143176,NA,NA,NA,NA,44,55
56185489,NA,192,228,NA,201.6,NA
56198503,57,38,47.5,59.85,39.9,49.88
56203683,57,38,47.5,155.61,107.73,131.67
56204917,264,NA,228,277.2,NA,NA
56254671,57,38,47.5,59.85,39.9,49.88
56264965,192,NA,164,201.6,NA,NA
56265390,57,38,47.5,59.85,39.9,49.88
56268566,264,192,NA,277.2,201.6,NA
56275215,NA,NA,NA,290.4,NA,250.8
56294470,176.64,125.12,150.88,NA,NA,NA
56303090,NA,NA,NA,NA,NA,180.4
56316188,NA,NA,NA,200.64,142.12,171.38
56317635,57,38,47.5,NA,NA,NA
56318516,NA,NA,NA,313.5,209,261.25
56353071,NA,NA,NA,66,NA,NA
56373136,57,38,47.5,117.6,NA,98.7
56389495,NA,40,50,NA,NA,NA
56430022,237.6,172.8,205.2,NA,201.6,239.4
56460626,57,38,47.5,155.61,107.73,131.67
56469190,145.08,100.44,122.76,163.8,NA,138.6
56475710,60,NA,50,NA,42,NA
56520395,NA,NA,NA,62.7,41.8,52.25
56527948,57,38,47.5,59.85,39.9,49.88
56538357,60,NA,50,117.6,NA,98.7
56540258,60,NA,50,117.6,NA,98.7
56551228,105.28,71.44,88.36,NA,113.4,138.6
56554810,57,38,47.5,111.72,75.81,93.77
56558508,57,38,47.5,155.61,107.73,131.67
56568356,264,192,NA,NA,201.6,NA
56572820,57,38,47.5,117.6,NA,98.7
56577024,57,38,47.5,63,42,NA
56577943,237.6,172.8,205.2,249.48,181.44,215.46
56580938,264,NA,228,277.2,NA,239.4
56635501,NA,NA,50,NA,42,NA
56639194,NA,NA,NA,NA,211.2,NA
56652873,145.08,100.44,122.76,163.8,113.4,NA
56660022,60,NA,50,NA,42,NA
56661444,57,38,47.5,59.85,39.9,49.88
56665277,60,NA,50,NA,42,NA
56672239,273,182,227.5,277.2,201.6,NA
56679692,60,NA,50,63,NA,52.5
56685074,60,NA,50,NA,42,52.5
56702862,192,136,NA,201.6,NA,NA
56704462,176.64,125.12,150.88,NA,NA,NA
56715434,60,NA,50,NA,NA,NA
56718065,57,38,47.5,111.72,75.81,93.77
56719171,NA,NA,NA,NA,211.2,NA
56732250,NA,40,50,NA,NA,NA
56733876,NA,NA,NA,62.7,41.8,52.25
56735376,NA,NA,50,NA,NA,NA
56749235,192,NA,164,NA,201.6,NA
56753346,60,NA,50,63,NA,52.5
56761290,NA,NA,NA,117.04,79.42,98.23
56769422,NA,NA,228,NA,201.6,NA
56772917,237.6,172.8,205.2,277.2,201.6,NA
56782743,273,182,227.5,315,210,NA
56786819,NA,40,50,NA,NA,NA
56791208,264,192,NA,277.2,201.6,NA
56791930,264,NA,228,NA,201.6,NA
56792239,57,38,47.5,117.6,NA,98.7
56794041,105.28,71.44,88.36,NA,NA,NA
56816586,60,40,NA,NA,NA,NA
56822664,NA,NA,NA,66,NA,55
56832625,NA,NA,NA,66,NA,55
56837659,264,192,NA,NA,201.6,239.4
56846386,NA,NA,NA,NA,NA,55
56850702,NA,NA,NA,NA,44,55
56866448,57,38,47.5,63,NA,52.5
56874373,60,40,NA,NA,NA,NA
56901756,176.64,125.12,150.88,277.2,NA,239.4
56908230,57,38,47.5,111.72,75.81,93.77
56910920,NA,NA,NA,62.7,41.8,52.25
56914471,264,NA,228,NA,201.6,NA
56919798,105.28,71.44,88.36,163.8,113.4,NA
56922921,237.6,172.8,205.2,249.48,181.44,215.46
56925010,NA,NA,NA,NA,44,NA
56931159,NA,NA,NA,66,44,NA
56935735,60,NA,50,163.8,NA,138.6
56939637,NA,NA,NA,62.7,41.8,52.25
56958358,NA,NA,NA,66,NA,NA
56966213,57,38,47.5,59.85,39.9,49.88
56968165,60,NA,50,63,NA,52.5
56972289,264,NA,NA,NA,201.6,NA
56983591,NA,NA,NA,NA,220,NA
56985463,60,NA,50,163.8,NA,138.6
56989039,NA,NA,NA,NA,220,NA
57003803,112,NA,NA,NA,NA,NA
57029652,60,NA,NA,NA,NA,NA
57061791,57,38,47.5,155.61,107.73,131.67
57095672,60,NA,50,NA,NA,52.5
57097816,60,NA,50,NA,42,52.5
57100834,57,38,47.5,155.61,107.73,131.67
57102660,237.6,172.8,205.2,249.48,181.44,215.46
57132137,NA,NA,NA,117.04,79.42,98.23
57141173,192,136,NA,277.2,NA,NA
57160439,300,NA,250,NA,210,NA
57172495,57,38,47.5,63,NA,52.5
57176437,264,NA,228,277.2,201.6,NA
57177742,NA,NA,94,NA,NA,NA
57180543,60,NA,50,NA,79.8,NA
57180668,NA,NA,NA,66,NA,55
57183328,60,NA,50,NA,NA,98.7
57189378,60,40,NA,NA,NA,NA
57191165,237.6,172.8,205.2,249.48,181.44,215.46
57192966,156,NA,132,NA,142.8,NA
57198808,264,NA,NA,NA,201.6,NA
57204840,57,38,47.5,63,NA,52.5
57208338,60,NA,NA,163.8,NA,NA
57228972,57,38,47.5,117.6,79.8,NA
57230365,57,38,47.5,117.6,NA,98.7
57243221,NA,NA,NA,62.7,41.8,52.25
57254161,57,38,47.5,63,42,NA
57257326,273,182,227.5,315,NA,262.5
57263098,57,38,47.5,NA,NA,NA
57271650,NA,NA,50,NA,NA,NA
57274955,112,NA,94,163.8,113.4,NA
57285112,NA,NA,164,NA,NA,172.2
57299693,57,38,47.5,63,42,NA
57316919,60,NA,NA,NA,NA,NA
57322847,273,182,227.5,NA,201.6,239.4
57336228,NA,NA,NA,NA,83.6,NA
57346407,NA,NA,NA,117.04,79.42,98.23
57362293,57,38,47.5,155.61,107.73,131.67
57364658,NA,NA,NA,275.88,200.64,238.26
57365189,NA,NA,NA,62.7,41.8,52.25
57367841,60,NA,50,63,NA,52.5
57370741,156,108,NA,NA,NA,NA
57376048,105.28,71.44,88.36,153.97,106.6,130.28
57396885,264,NA,NA,277.2,NA,NA
57407988,NA,NA,NA,NA,211.2,NA
57447119,57,38,47.5,NA,NA,NA
57448643,NA,40,50,NA,NA,NA
57449272,273,182,227.5,252.25,183.46,217.85
57461057,176.64,125.12,150.88,185.47,131.38,158.42
57461977,NA,40,50,NA,NA,NA
57465850,105.28,71.44,88.36,201.6,NA,172.2
57465923,NA,NA,NA,200.64,142.12,171.38
57467142,NA,NA,NA,66,NA,55
57467489,60,NA,50,NA,NA,98.7
57471687,176.64,125.12,150.88,255.02,185.47,220.25
57494295,57,38,47.5,NA,113.4,138.6
57504814,NA,NA,NA,NA,211.2,NA
57521663,60,NA,50,NA,79.8,NA
57521996,NA,NA,50,NA,NA,NA
57529437,237.6,172.8,205.2,277.2,NA,239.4
57534326,176.64,125.12,150.88,277.2,201.6,NA
57538631,60,NA,50,NA,113.4,NA
57557879,156,NA,NA,NA,142.8,NA
57566607,NA,NA,NA,275.88,200.64,238.26
57570415,60,NA,NA,117.6,NA,NA
57581810,60,NA,NA,NA,NA,NA
57592689,192,NA,164,NA,NA,172.2
57604795,57,38,47.5,NA,NA,NA
57614796,237.6,172.8,205.2,277.2,NA,239.4
57628452,112,NA,NA,NA,NA,NA
57632353,57,38,47.5,111.72,75.81,93.77
57639733,105.28,71.44,88.36,NA,NA,NA
57647512,NA,NA,NA,62.7,41.8,52.25
57663741,60,NA,50,NA,NA,NA
57664083,176.64,125.12,150.88,255.02,185.47,220.25
57690748,57,38,47.5,NA,113.4,138.6
57728734,NA,NA,250,NA,NA,262.5
57736243,60,40,NA,NA,NA,NA
57751048,176.64,125.12,150.88,NA,NA,NA
57751160,60,NA,50,NA,42,52.5
57752426,300,NA,250,315,210,NA
57757467,264,NA,228,277.2,NA,239.4
57768602,237.6,172.8,205.2,277.2,201.6,NA
57774504,176.64,125.12,150.88,NA,NA,NA
57778962,273,182,227.5,315,NA,262.5
57782839,NA,NA,NA,62.7,41.8,52.25
57783095,NA,136,164,NA,201.6,NA
57786101,145.08,100.44,122.76,NA,NA,NA
57792765,NA,NA,NA,NA,118.8,NA
57792815,NA,NA,NA,NA,44,NA
57812746,NA,NA,NA,62.7,41.8,52.25
57825639,NA,NA,NA,66,NA,NA
57830725,NA,NA,NA,66,NA,55
57841416,300,NA,250,277.2,NA,NA
57846078,60,NA,NA,NA,NA,NA
57860209,237.6,172.8,205.2,249.48,181.44,215.46
57870834,NA,NA,NA,62.7,41.8,52.25
57876418,NA,NA,NA,200.64,142.12,171.38
57889577,237.6,172.8,205.2,277.2,201.6,NA
57893366,NA,136,164,201.6,NA,NA
57897555,NA,NA,50,NA,113.4,NA
57898707,NA,NA,50,NA,NA,NA
57908044,57,38,47.5,NA,42,52.5
57916163,60,NA,50,NA,79.8,98.7
57931593,60,NA,50,NA,NA,NA
57955868,105.28,71.44,88.36,117.6,79.8,NA
57956748,NA,NA,NA,62.7,41.8,52.25
57961826,57,38,47.5,63,42,NA
57963376,300,NA,250,315,NA,NA
57965663,300,200,NA,315,NA,NA
57967092,57,38,47.5,NA,NA,NA
57979614,176.64,125.12,150.88,201.6,NA,172.2
57983747,57,38,47.5,155.61,107.73,131.67
58004726,105.28,71.44,88.36,189.5,134.23,161.87
58009051,NA,NA,NA,330,NA,275
58015783,264,NA,228,277.2,201.6,NA
58019663,57,38,47.5,59.85,39.9,49.88
58034731,273,182,227.5,NA,NA,NA
58040051,57,38,47.5,59.85,39.9,49.88
58067008,NA,NA,50,NA,NA,NA
58069941,57,38,47.5,63,NA,52.5
58099191,60,NA,50,163.8,NA,138.6
58103904,300,NA,250,NA,NA,239.4
58108171,NA,NA,94,NA,NA,NA
58139699,237.6,172.8,205.2,277.2,NA,239.4
58140956,57,38,47.5,NA,NA,NA
58148257,57,38,47.5,63,42,NA
58154176,60,NA,50,117.6,NA,98.7
58162944,105.28,71.44,88.36,201.6,NA,172.2
58171640,NA,40,50,NA,NA,NA
58194032,NA,NA,NA,66,NA,55
58202060,145.08,100.44,122.76,187.49,132.8,160.15
58202717,60,NA,50,163.8,NA,138.6
58208995,57,38,47.5,63,NA,52.5
58211390,176.64,125.12,150.88,NA,201.6,239.4
58217961,57,38,47.5,NA,NA,NA
58236657,NA,200,250,277.2,NA,239.4
58238728,NA,NA,NA,62.7,41.8,52.25
58259018,NA,NA,NA,NA,211.2,NA
58266394,60,NA,50,163.8,NA,NA
58270327,192,NA,164,NA,NA,172.2
58285312,NA,NA,NA,290.4,NA,250.8
58358840,NA,NA,50,NA,NA,138.6
58360031,57,38,47.5,117.6,79.8,NA
58363423,NA,NA,NA,66,NA,55
58364319,60,NA,50,117.6,NA,NA
58378967,60,NA,50,63,NA,NA
58406222,NA,NA,NA,66,NA,55
58411357,273,182,227.5,NA,NA,NA
58441105,60,NA,50,63,NA,NA
58445340,57,38,47.5,63,42,NA
58449125,NA,NA,NA,66,NA,NA
58465811,273,182,227.5,286.65,191.1,238.88
58477761,57,38,47.5,NA,NA,NA
58500626,60,40,NA,NA,NA,NA
58503262,192,NA,164,NA,NA,262.5
58510513,300,200,NA,315,210,NA
58512800,NA,NA,164,277.2,NA,NA
58529391,NA,NA,NA,117.04,79.42,98.23
58545208,60,40,NA,NA,NA,NA
58550726,NA,200,250,NA,NA,262.5
58606731,60,NA,50,NA,113.4,NA
58610120,57,38,47.5,117.6,NA,98.7
58619606,60,NA,50,117.6,NA,98.7
58628234,NA,NA,NA,66,44,NA
58633599,NA,NA,NA,290.4,NA,NA
58634273,NA,NA,NA,NA,44,55
58636958,57,38,47.5,59.85,39.9,49.88
58641592,57,38,47.5,155.61,107.73,131.67
58649082,NA,NA,NA,290.4,NA,250.8
58649573,NA,NA,NA,66,44,NA
58670794,264,NA,228,277.2,NA,239.4
58684610,60,NA,50,163.8,NA,138.6
58692266,60,NA,50,117.6,NA,NA
58693004,237.6,172.8,205.2,NA,201.6,239.4
58696494,60,NA,50,63,NA,52.5
58722882,NA,NA,NA,313.5,209,261.25
58723618,192,NA,NA,201.6,NA,NA
58735306,60,40,NA,NA,NA,NA
58738812,57,38,47.5,59.85,39.9,49.88
58739318,57,38,47.5,NA,NA,NA
58747473,57,38,47.5,59.85,39.9,49.88
58758571,NA,NA,NA,62.7,41.8,52.25
58765032,NA,NA,50,NA,NA,NA
58771602,57,38,47.5,155.61,107.73,131.67
58777077,145.08,100.44,122.76,315,210,NA
58787244,NA,NA,NA,NA,NA,55
58787967,NA,NA,NA,NA,211.2,NA
58791645,NA,NA,NA,NA,44,55
58792146,57,38,47.5,111.72,75.81,93.77
58797456,NA,NA,164,NA,NA,262.5
58803953,237.6,172.8,205.2,277.2,NA,239.4
58813666,105.28,71.44,88.36,NA,NA,NA
58816420,NA,NA,NA,62.7,41.8,52.25
58824850,60,NA,50,NA,113.4,NA
58844296,57,38,47.5,59.85,39.9,49.88
58854980,273,182,227.5,252.25,183.46,217.85
58859992,264,192,NA,277.2,NA,239.4
58882027,237.6,172.8,205.2,277.2,NA,239.4
58894598,60,NA,50,NA,79.8,98.7
58921040,NA,NA,NA,NA,44,NA
58922406,NA,NA,NA,NA,44,NA
58930712,NA,192,228,NA,201.6,239.4
58933121,57,38,47.5,59.85,39.9,49.88
58934933,60,NA,50,NA,42,NA
58943063,60,NA,50,163.8,NA,138.6
58944967,NA,NA,NA,NA,83.6,103.4
58972701,60,NA,50,NA,NA,138.6
58985702,NA,NA,NA,66,NA,55
58990748,NA,NA,NA,NA,44,NA
58994624,57,38,47.5,NA,42,52.5
59017230,NA,NA,NA,66,NA,55
59035388,NA,NA,NA,66,NA,NA
59035856,57,38,47.5,NA,79.8,98.7
59057228,60,NA,50,NA,113.4,NA
59071674,57,38,47.5,163.8,NA,138.6
59075074,57,38,47.5,59.85,39.9,49.88
59080507,NA,NA,NA,62.7,41.8,52.25
59084159,NA,NA,NA,NA,211.2,NA
59087811,176.64,125.12,150.88,NA,142.8,172.2
59104239,57,38,47.5,111.72,75.81,93.77
59115969,57,38,47.5,59.85,39.9,49.88
59134670,105.28,71.44,88.36,153.97,106.6,130.28
59164784,NA,NA,NA,NA,220,NA
59177013,57,38,47.5,59.85,39.9,49.88
59190800,NA,NA,228,NA,201.6,NA
59220470,57,38,47.5,NA,NA,NA
59243327,NA,NA,NA,NA,220,NA
59267782,57,38,47.5,117.6,NA,98.7
59272852,NA,NA,NA,62.7,41.8,52.25
59297472,NA,192,228,277.2,NA,239.4
59297886,57,38,47.5,155.61,107.73,131.67
59323444,NA,NA,NA,313.5,209,261.25
59330752,264,192,NA,277.2,201.6,NA
59331259,NA,NA,NA,NA,NA,55
59345968,57,38,47.5,NA,NA,NA
59352601,60,NA,NA,163.8,NA,NA
59374734,105.28,71.44,88.36,NA,79.8,98.7
59375395,NA,NA,132,NA,113.4,NA
59388410,57,38,47.5,63,NA,52.5
59406846,NA,NA,NA,66,44,NA
59412931,57,38,47.5,155.61,107.73,131.67
59415787,237.6,172.8,205.2,277.2,201.6,NA
59417395,60,40,NA,NA,NA,NA
59427678,57,38,47.5,NA,79.8,98.7
59428129,NA,NA,NA,66,NA,55
59428408,60,40,NA,NA,NA,NA
59431253,264,NA,228,277.2,NA,NA
59439200,NA,NA,NA,NA,NA,55
59449675,105.28,71.44,88.36,153.97,106.6,130.28
59465130,57,38,47.5,111.72,75.81,93.77
59466038,60,NA,50,NA,79.8,98.7
59481991,264,192,NA,NA,NA,239.4
59488695,57,38,47.5,63,42,NA
59501356,57,38,47.5,155.61,107.73,131.67
59521553,NA,NA,NA,NA,NA,55
59526348,NA,NA,NA,275.88,200.64,238.26
59534494,NA,NA,NA,163.02,112.86,137.94
59539237,60,40,NA,NA,NA,NA
59541904,57,38,47.5,NA,NA,NA
59545115,60,NA,50,NA,42,52.5
59548865,57,38,47.5,63,42,NA
59552765,NA,NA,NA,NA,44,NA
59561822,NA,NA,132,NA,113.4,NA
59562006,60,NA,50,NA,42,NA
59568290,57,38,47.5,NA,NA,NA
59572645,300,NA,250,277.2,NA,NA
59588622,156,NA,NA,NA,NA,NA
59603472,NA,NA,NA,NA,83.6,103.4
59606066,60,NA,NA,NA,NA,NA
59611029,NA,NA,50,NA,NA,NA
59620111,57,38,47.5,63,NA,52.5
59623507,NA,NA,NA,66,NA,55
59653120,57,38,47.5,111.72,75.81,93.77
59654043,57,38,47.5,117.6,NA,98.7
59679254,60,NA,50,NA,42,52.5
59682744,NA,NA,NA,NA,44,NA
59689993,NA,NA,NA,66,NA,55
59704659,57,38,47.5,59.85,39.9,49.88
59705015,105.28,71.44,88.36,110.54,75.01,92.78
59708847,57,38,47.5,59.85,39.9,49.88
59723929,237.6,172.8,205.2,249.48,181.44,215.46
59727720,NA,NA,NA,NA,44,NA
