ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE
87796795,2015,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic
87836418,2015,BELGIUM,MANAGER,$1bn+,5000+ employees,Research
87843318,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research
87862346,2015,SPAIN,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
87942027,2015,RUSSIA,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
87958719,2015,BELGIUM,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research
87975027,2015,FRANCE,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
88054275,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic
88115574,2015,GERMANY,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
88115772,2015,RUSSIA,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate
88146194,2015,SPAIN,MANAGER,$20-$50m,11 - 50 employees,Research
88165854,2015,GERMANY,MANAGER,Less than $20m,0 - 10 employees,Corporate
88183421,2015,FRANCE,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate
88212253,2015,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate
88265199,2015,NETHERLANDS,HEAD OF FUNCTION,$1bn+,5000+ employees,Research
88318378,2015,FRANCE,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
88329384,2015,NETHERLANDS,MANAGER,Less than $20m,0 - 10 employees,Research
88340155,2015,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Corporate
88379874,2015,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic
88403556,2015,BELGIUM,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic
88403900,2015,FRANCE,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic
88433071,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic
88441922,2015,NETHERLANDS,MANAGER,$20-$50m,51 - 100 employees,Research
88464451,2015,BELGIUM,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate
88470371,2015,RUSSIA,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Academic
88477613,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
88504625,2015,NETHERLANDS,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic
88513634,2015,BELGIUM,MANAGER,Less than $20m,0 - 10 employees,Research
88618207,2015,SPAIN,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic
88623649,2015,FRANCE,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
88669421,2015,FRANCE,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
88673344,2015,IRELAND,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate
88713298,2015,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
88736634,2015,NETHERLANDS,MANAGER,$50-$100m,100 - 500 employees,Academic
88763296,2015,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
88796578,2015,SPAIN,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
88843856,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic
88850263,2015,SPAIN,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
88988560,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic
89041386,2015,UNITED STATES,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate
89090872,2015,IRELAND,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
89102170,2015,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research
89107004,2015,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
89137413,2015,GERMANY,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
89141932,2015,NETHERLANDS,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate
89150229,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic
89153600,2015,SPAIN,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
89171542,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Corporate
89271311,2015,IRELAND,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
89272456,2015,RUSSIA,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research
89313415,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic
89344446,2015,RUSSIA,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
89380258,2015,FRANCE,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate
89400922,2015,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Corporate
89411944,2015,FRANCE,MANAGER,$100-$500m,100 - 500 employees,Academic
89435449,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate
89475502,2015,SPAIN,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate
89517363,2015,SPAIN,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate
89526050,2015,SPAIN,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
89539302,2015,UNITED STATES,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic
89550310,2015,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research
89558316,2015,GERMANY,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research
89559066,2015,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
89565901,2015,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
89568049,2015,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate
89576246,2015,IRELAND,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
89580652,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
89580914,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
89581427,2015,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
89599424,2015,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Research
89624216,2015,FRANCE,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research
89666841,2015,NETHERLANDS,BOARD DIRECTOR,$1bn+,5000+ employees,Academic
89679945,2015,GERMANY,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic
89689855,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
89715243,2015,BELGIUM,BOARD DIRECTOR,$1bn+,5000+ employees,Research
89763528,2015,UNITED KINGDOM,MANAGER,$50-$100m,51 - 100 employees,Research
89780102,2015,NETHERLANDS,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate
89810011,2015,RUSSIA,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Academic
89834997,2015,GERMANY,MANAGER,$50-$100m,51 - 100 employees,Corporate
89931826,2015,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
89957187,2015,GERMANY,SENIOR MANAGER,$1bn+,5000+ employees,Academic
90048937,2015,SPAIN,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research
90129411,2015,FRANCE,MANAGER,$1bn+,5000+ employees,Corporate
90130145,2015,GERMANY,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate
90179160,2015,SPAIN,BOARD DIRECTOR,$1bn+,5000+ employees,Academic
90198228,2015,GERMANY,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate
90235370,2015,GERMANY,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
90249586,2015,RUSSIA,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research
90250020,2015,RUSSIA,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate
90304222,2015,UNITED KINGDOM,MANAGER,$50-$100m,100 - 500 employees,Research
90314514,2015,UNITED KINGDOM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
90460683,2015,GERMANY,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate
90467107,2015,UNITED KINGDOM,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
90471546,2015,SPAIN,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
90518758,2015,BELGIUM,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate
90583456,2015,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
90636340,2015,SPAIN,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
90649802,2015,FRANCE,SENIOR MANAGER,$1bn+,5000+ employees,Academic
90669650,2015,IRELAND,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research
90682659,2015,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate
90699197,2015,IRELAND,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
90726521,2015,BELGIUM,BOARD DIRECTOR,$1bn+,5000+ employees,Academic
90729434,2015,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate
90738769,2015,SPAIN,MANAGER,$50-$100m,51 - 100 employees,Academic
90744497,2015,SPAIN,MANAGER,$100-$500m,501 - 1000 employees,Research
90747425,2015,RUSSIA,SENIOR MANAGER,$1bn+,5000+ employees,Academic
90821769,2015,BELGIUM,MANAGER,$20-$50m,51 - 100 employees,Research
90823673,2015,SPAIN,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate
90840475,2015,UNITED KINGDOM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate
90843237,2015,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Research
90878639,2015,FRANCE,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
90984140,2015,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Academic
90992081,2015,SPAIN,MANAGER,$50-$100m,100 - 500 employees,Research
91029219,2015,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate
91089608,2015,RUSSIA,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
91108349,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research
91150739,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
91159506,2015,IRELAND,MANAGER,Less than $20m,0 - 10 employees,Research
91210768,2015,UNITED STATES,MANAGER,$20-$50m,51 - 100 employees,Academic
91254153,2015,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Academic
91265254,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Academic
91277713,2015,UNITED STATES,SENIOR MANAGER,$20-$50m,51 - 100 employees,Research
91317235,2015,FRANCE,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate
91333474,2015,SPAIN,MANAGER,$1bn+,1001 - 5000 employees,Academic
91347872,2015,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
91391478,2015,BELGIUM,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
91407970,2015,FRANCE,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research
91445000,2015,NETHERLANDS,MANAGER,$1bn+,1001 - 5000 employees,Research
91502253,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate
91538375,2015,SPAIN,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research
91552305,2015,BELGIUM,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic
91572742,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research
91603257,2015,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research
91623204,2015,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic
91643807,2015,UNITED STATES,MANAGER,$1bn+,1001 - 5000 employees,Research
91649572,2015,SPAIN,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
91695395,2015,BELGIUM,MANAGER,$500m-$1bn,1001 - 5000 employees,Research
91698973,2015,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic
91700016,2015,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
91733410,2015,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
91815257,2015,UNITED STATES,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research
91829233,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research
91834136,2015,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic
91864799,2015,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
91867257,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
91867277,2015,IRELAND,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic
91881703,2015,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
91891276,2015,SPAIN,MANAGER,Less than $20m,0 - 10 employees,Research
91933154,2015,IRELAND,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research
91953959,2015,FRANCE,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research
91961377,2015,NETHERLANDS,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
91968105,2015,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research
91987038,2015,RUSSIA,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic
92010951,2015,NETHERLANDS,SENIOR MANAGER,$1bn+,5000+ employees,Academic
92014098,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Academic
92060285,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate
92083203,2015,UNITED STATES,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic
92147426,2015,GERMANY,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate
92163907,2015,RUSSIA,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate
92198932,2015,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research
92204173,2015,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate
92209139,2015,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
92219058,2015,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
92272716,2015,SPAIN,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic
92366562,2015,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
92415371,2015,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
92468777,2015,RUSSIA,MANAGER,$20-$50m,11 - 50 employees,Academic
92514596,2015,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research
92567888,2015,IRELAND,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
92576425,2015,FRANCE,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research
92594021,2015,FRANCE,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate
92631995,2015,NETHERLANDS,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate
92655443,2015,NETHERLANDS,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research
92679676,2015,SPAIN,MANAGER,$1bn+,1001 - 5000 employees,Research
92771667,2015,SPAIN,MANAGER,Less than $20m,0 - 10 employees,Corporate
92790272,2015,NETHERLANDS,MANAGER,$20-$50m,51 - 100 employees,Corporate
92816911,2015,NETHERLANDS,HEAD OF FUNCTION,$1bn+,5000+ employees,Research
92817075,2015,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
92826329,2015,FRANCE,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research
92827875,2015,GERMANY,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
93031933,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
93041836,2015,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
93052980,2015,BELGIUM,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic
93251829,2015,UNITED STATES,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic
93266904,2015,UNITED KINGDOM,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic
93284034,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research
93302447,2015,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic
93332429,2015,BELGIUM,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate
93389032,2015,FRANCE,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research
93395786,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
93402863,2015,GERMANY,MANAGER,$20-$50m,11 - 50 employees,Academic
93414779,2015,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research
93415798,2015,NETHERLANDS,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research
93420328,2015,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
93457119,2015,RUSSIA,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research
93468295,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
93507301,2015,NETHERLANDS,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic
93512815,2015,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
93532952,2015,NETHERLANDS,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate
93546293,2015,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Corporate
93549701,2015,NETHERLANDS,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate
93584667,2015,UNITED KINGDOM,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
93589678,2015,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research
93614908,2015,SPAIN,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate
93616874,2015,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
93640634,2015,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
93694301,2015,GERMANY,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic
93708701,2015,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic
93744213,2015,UNITED STATES,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate
93751431,2015,BELGIUM,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate
93831770,2015,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate
93866992,2015,GERMANY,MANAGER,$500m-$1bn,501 - 1000 employees,Research
93915864,2015,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research
93945516,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic
93969546,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
93971925,2015,UNITED KINGDOM,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research
94031310,2015,IRELAND,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic
94046555,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate
94098478,2015,IRELAND,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
94118907,2015,SPAIN,MANAGER,$50-$100m,100 - 500 employees,Research
94132122,2015,FRANCE,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate
94142045,2015,FRANCE,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic
94167485,2015,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
94181294,2015,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
94181755,2015,BELGIUM,MANAGER,$50-$100m,100 - 500 employees,Research
94196159,2015,NETHERLANDS,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate
94198765,2015,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate
94216555,2015,RUSSIA,MANAGER,$100-$500m,501 - 1000 employees,Academic
94219723,2015,FRANCE,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research
94258681,2015,BELGIUM,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research
94345475,2015,FRANCE,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate
94377683,2015,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
94427228,2015,RUSSIA,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate
94460696,2015,BELGIUM,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic
94462326,2015,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Corporate
94503875,2015,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate
94525193,2015,FRANCE,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate
94536369,2015,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research
94552960,2015,GERMANY,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate
94555740,2015,SPAIN,MANAGER,$500m-$1bn,1001 - 5000 employees,Research
94570472,2015,IRELAND,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
94589007,2015,GERMANY,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic
94724203,2015,FRANCE,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Corporate
94735352,2015,FRANCE,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate
94738614,2015,RUSSIA,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
94804706,2015,BELGIUM,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic
94823605,2015,GERMANY,MANAGER,Less than $20m,0 - 10 employees,Corporate
94871297,2015,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic
94889329,2015,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Corporate
94925845,2015,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate
94969886,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research
95002241,2015,SPAIN,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic
95083525,2015,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate
95104069,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research
95118703,2015,FRANCE,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
95125535,2015,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate
95189494,2015,GERMANY,MANAGER,$100-$500m,501 - 1000 employees,Academic
95192422,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Academic
95242156,2015,FRANCE,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research
95316124,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate
95355419,2015,RUSSIA,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
95358384,2015,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate
95366234,2015,BELGIUM,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
95415651,2015,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research
95426044,2015,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research
95426203,2015,IRELAND,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate
95461389,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Academic
95472410,2015,SPAIN,MANAGER,$50-$100m,100 - 500 employees,Academic
95479555,2015,UNITED STATES,MANAGER,$100-$500m,501 - 1000 employees,Research
95594460,2015,FRANCE,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research
95618674,2015,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic
95657572,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Academic
95674695,2015,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic
95681110,2015,GERMANY,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate
95682281,2015,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic
95691401,2015,SPAIN,MANAGER,$20-$50m,51 - 100 employees,Academic
95718367,2015,SPAIN,MANAGER,Less than $20m,0 - 10 employees,Research
95803063,2015,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic
95808653,2015,SPAIN,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate
95842167,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate
95858667,2015,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Research
95893530,2015,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic
95904690,2015,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Academic
95911228,2015,GERMANY,MANAGER,$50-$100m,100 - 500 employees,Research
95942108,2015,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate
96035524,2015,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic
96045322,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate
96097411,2015,UNITED STATES,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic
96116117,2015,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Research
96121840,2015,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research
96168752,2015,NETHERLANDS,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic
96298905,2015,IRELAND,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research
96303392,2015,NETHERLANDS,MANAGER,$100-$500m,501 - 1000 employees,Corporate
96397709,2015,FRANCE,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic
96402917,2015,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Research
96492860,2015,RUSSIA,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research
96499550,2015,FRANCE,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate
96512972,2015,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate
96514368,2015,GERMANY,BOARD DIRECTOR,$1bn+,5000+ employees,Academic
